"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"60",,"Aziz Ansari, Will Lovelace, Dylan Southern","Will Lovelace, Dylan Southern",,"Comedy, Stand-up",,,,,"Nov 1 2013",,,"1h 19m",,"Aziz Ansari focuses his unique viewpoint on pending adulthood, babies, marriage and love in the modern era.","Aziz Ansari: Buried Alive","100","https://www.rottentomatoes.com/m/aziz_ansari_buried_alive",,"Aziz Ansari"
,"53","$27.9K","Baya Medhaffer, Ghalia Ben Ali, Montassar Ayari","Leyla Bouzid","Kino Lorber","Drama","Arabic","Sandra da Fonseca, Imed Marzouk",,,"Feb 8 2017","Sep 9 2016, limited",,"1h 42m",,"Despite her mother's concerns, Farah is more interested in singing than studying.","As I Open My Eyes","100","https://www.rottentomatoes.com/m/as_i_open_my_eyes",,"Leyla Bouzid, Marie-Sophie Chambon"
,"92",,"Bruce Greenwood, Neil Patrick Harris, Jensen Ackles","Brandon Vietti",,"Action, Adventure, Animation","English",,"DC Entertainment, Warner Bros. Animation","PG-13 (Violent Content|Some Drug References)","Jul 27 2010",,,"1h 15m",,"Batman faces a vigilante who aims to clean up Gotham City but does not follow his moral code.","Batman: Under the Red Hood","100","https://www.rottentomatoes.com/m/batman_under_the_red_hood","Batman","Judd Winick"
,"59",,"Aziz Ansari, Aziz Ansari, Aziz Ansari","Aziz Ansari",,"Comedy, Stand-up","English",,,,"Mar 6 2015",,,"58m",,"In his latest Netflix original standup special, Live At Madison Square Garden, Ansari headlines the iconic Madison Square Garden and delivers his most hilarious and insightful stand-up yet. Filmed in front of a sold-out audience, Ansari's latest special is an uproarious document of the comic in top form -- covering topics ranging from the struggle of American immigrants to the food industry to relationships to gender inequality.","Aziz Ansari: Live At Madison Square Garden","100","https://www.rottentomatoes.com/m/aziz_ansari_live_at_madison_square_garden",,"Aziz Ansari"
,"89",,"Steven Van Zandt, Bruce Springsteen, Southside Johnny Lyon","Tom Jones",,"Documentary, Music","English",,,,"Nov 8 2019",,,"1h 56m",,"Music unites a divided community.","Asbury Park: Riot, Redemption, Rock 'N Roll","100","https://www.rottentomatoes.com/m/asbury_park_riot_redemption_rock_n_roll",,
,"",,"Chuck Smith, Elizabeth Sheldon, Andy Bowley","Chuck Smith","Juno Films","Documentary","English",,,,"Dec 16 2019","May 24 2019, limited",,"1h 18m",,"A portrait of the avant garde filmmaker Barbara Rubin.","Barbara Rubin and the Exploding NY Underground","100","https://www.rottentomatoes.com/m/barbara_rubin_and_the_exploding_ny_underground",,
,"71",,"Willie Nelson, Gary Busey, Gilbert Roland","Fred Schepisi","Universal Pictures","Western","English","Paul N. Lazarus III","Incorporated Television Company","PG","Apr 19 2016","Feb 19 1982, wide",,"1h 30m",,"In pre-Civil War Texas, naïve Karl Westover (Gary Busey) accidentally kills his brother-in-law, and heads to Mexico to escape the consequences. Along the way, he encounters Barbarosa (Willie Nelson), who is also on the run. Barbarosa teaches Karl survival skills for the desert -- and how to rob. In their journey from Texas to Mexico and back again, the two men are captured by outlaw Angel Morales, and pursued by Don Braulito (Gilbert Roland), who wants Barbarosa dead.","Barbarosa","100","https://www.rottentomatoes.com/m/barbarosa",,"William D. Wittliff"
,"88",,"Stuart Ashen, Robert Llewellyn, Daniel Hardcastle","Riyad Barmania",,"Comedy, Action, Adventure","English","Stuart Ashen, Riyad Barmania, Linton Davies, Mark Evans","Relentless Films",,"Nov 18 2020",,,"1h 39m",,"A motley crew of misfits hunts down an infamous '80s arcade game that can supposedly control people's minds.","Ashens and the Polybius Heist","100","https://www.rottentomatoes.com/m/ashens_and_the_polybius_heist",,"Stuart Ashen, Riyad Barmania"
,"85",,"Tara Karsian, Andrea Luna Grano, Larisa Oleynik","Andrew Putschoegl",,"Comedy","English","Tara Karsian, Andrea Luna Grano",,,"Nov 30 2016",,,"1h 30m",,"When two straight friends (Tara Karsian, Andrea Grano) pretend to be a couple at a therapeutic retreat, they begin questioning their relationship.","BFFs","100","https://www.rottentomatoes.com/m/bffs_2014",,"Andrea Luna Grano, Tara Karsian"
,"87",,"Travon Free, Martin Desmond Roe, Jack Turner","Travon Free, Martin Desmond Roe","HBO","Documentary, Sports","English","Jack Turner, Spencer Paysinger","SMAC Entertainment, Matador Content, Dirty Robber, Hyperobject Industries, The Athletic, HBO Sports, Moore Street Productions",,"Aug 23 2023",,,"1h 35m",,"The Bishop Sycamore Centurions find themselves playing a nationally televised football game on ESPN in 2021. However, questions after the game reveal that Bishop Sycamore isn't a real school at all.","BS High","100","https://www.rottentomatoes.com/m/bs_high",,
,"",,"Dave Street, Leslie Finlay, Murray Buchanan","Dave Street",,"Biography","English","Dave Street",,,"Nov 12 2016",,,"1h 40m",,"A former world champion puts his mind and body on the line to test a speed machine.","Battle Mountain: Graeme Obree's Story","100","https://www.rottentomatoes.com/m/battle_mountain_graeme_obrees_story",,
,"80",,"Ruth Handler, Susan Stern","Susan Stern","ROCO Films","Documentary","English",,,,"Jun 27 2023",,,"56m",,"A look into the bizarre world of Barbie, delving into the history of the doll, the ironies behind her conception and her devout and truly unique fan base.","Barbie Nation: An Unauthorized Tour","100","https://www.rottentomatoes.com/m/barbie_nation_an_unauthorized_tour",,
"Academy (1.33:1)","86","$51.0K","Aleksandr Antonov, Vladimir Barskiy, Grigoriy Aleksandrov","Sergei M. Eisenstein","Amkino Corporation, Reel Media International [us], Grapevine Video, Image Entertainment Inc.","History, Drama, Mystery & thriller","Russian","Jacob Bliokh","Goskino",,"Jul 15 2008","Dec 5 1926, original",,"1h 7m",,"When they are fed rancid meat, the sailors on the Potemkin revolt against their harsh conditions. Led by Vakulinchuk (Aleksandr Antonov), the sailors kill the officers of the ship to gain their freedom. Vakulinchuk is also killed, and the people of Odessa honor him as a symbol of revolution. Tsarist soldiers arrive and massacre the civilians to quell the uprising. A squadron of ships is sent to overthrow the Potemkin, but the ships side with the revolt and refuse to attack.","Battleship Potemkin","100","https://www.rottentomatoes.com/m/battleship_potemkin",,"Nina Agadzhanova, Nikolay Aseev, Sergei M. Eisenstein, Sergei Tretyakov"
,"77",,"Yuri Mgoian, Veronique Matonidze, Levan Natroshvili","Sergey Paradzhanov, Dodo Abashidze","Kino International Corp., International Film Circuit [us]","Drama","Georgian",,"Qartuli Pilmi",,"Jun 16 2016","Jun 15 1989, limited",,"1h 30m","Mono","A poor minstrel, hoping to win the hand of a Turkish merchant's daughter, wanders the countryside in search of his fortune.","Ashug-Karibi","100","https://www.rottentomatoes.com/m/ashik_kerib",,"Mikhail Lermontov, Gia Badridze"
,"87",,"Mark Proksch, Noah Britton, Ethan Finlan","Alex Lehmann","Duplass Brothers Productions","Documentary, Comedy, Drama","English","Sean Bradley, Chris Dowling",,,"Dec 25 2016","Nov 11 2016, limited",,"1h 22m",,"Four friends on the autism spectrum bond through humor and form a comedy troupe. They prepare for one final, ambitious show before going their separate ways.","Asperger's Are Us","100","https://www.rottentomatoes.com/m/aspergers_are_us",,
,"86",,"Will Friedle, Kevin Conroy, Mark Hamill","Curt Geda","Warner Bros. Television","Fantasy, Action, Animation","English","Alan Burnett, Paul Dini, Bruce Timm","Warner Brothers/Seven Arts",,"May 1 2008","Dec 12 2000, limited",,"1h 10m",,"In the Gotham City of the future, an older Bruce Wayne (Kevin Conroy) trains a college student, Terry McGinnis (Will Friedle), to replace him as Batman. Meanwhile, the Joker (Mark Hamill) has re-emerged as the leader of the Jokerz, a gang inspired by their evil hero, who was previously thought to be dead. Terry tries to stop the theft of communications gear by the Jokerz, but the Joker narrowly escapes. The truth about the Joker's life and death slowly emerges through violent confrontations.","Batman Beyond: Return of the Joker","100","https://www.rottentomatoes.com/m/batman_beyond_return_of_the_joker","Batman","Paul Dini"
,"88",,"Darren Criss, Tara Strong, Rachel Bloom","Jake Castorena",,"Action, Fantasy, Sci-fi, Animation","English","Ben Jones","DC Entertainment, Warner Bros. Animation, Nickelodeon","PG-13 (Fantasy Violence)","May 14 2019",,,"1h 27m","Stereo","Batman and his allies team up with the turtles to battle Shredder, Ra's Al Ghul, and The League of Assassins.","Batman Vs. Teenage Mutant Ninja Turtles","100","https://www.rottentomatoes.com/m/batman_vs_teenage_mutant_ninja_turtles",,"Jake Castorena, Marly Halpern-Graser"
,"78",,"Scott Crow, Brandon Darby, Matthew Vadum","Kelly Duane, Katie Galloway",,"Documentary","English","Kelly Duane, Katie Galloway, Mike Nicholson",,,"Feb 9 2017",,,"1h 22m",,"Childhood friends from Texas set out to prove themselves.","Better This World","100","https://www.rottentomatoes.com/m/better_this_world",,
,"",,"John Walker, John Cleese, John Walker","John Walker","Gravitas Ventures","Documentary","English","Ann Bernier, Annette Clarke, John Walker","John Walker Productions, Documentary Channel, National Film Board of Canada",,"Nov 6 2020","Oct 30 2020, limited",,"1h 21m",,"With venomous social media, resurgent authoritarianism and rampant narcissism threatening to trash civilization as we know it, the time has come for Assholes: A Theory -- an entertaining and oh so timely feature doc from acclaimed director John Walker. Inspired by Aaron James' New York Times bestseller of the same name, Assholes investigates the breeding grounds of contemporary 'asshole culture' -- and locates signs of civility in an otherwise rude-n-nasty universe. Venturing into predominantly male domain, Walker moves from Ivy League frat clubs to the bratty princedoms of Silicon Valley and bear pits of international finance. Why do assholes thrive in certain environments? What explains their perverse appeal? And how do they keep getting elected! Lively commentary is provided by the likes of actor John Cleese, former RCMP officer Sherry Lee Benson-Podolchuk, and Italian LGBTQ activist Vladimir Luxuria who famously locked horns with Silvio Berlusconi, the p****y-grabbing prototype of the 21st century demagogue.","Assholes: A Theory","100","https://www.rottentomatoes.com/m/assholes_a_theory",,"Robert Sandler"
,"94",,"Auden Thornton, Catherine Curtin, Laura Bell Bundy","Harris Doran",,"Drama","English","Bridget Berger, Harris Doran, Penny Edmiston, Corey Moosa, Kiley Lane Parker","The Group Entertainment",,"May 22 2018",,,"1h 27m",,"When an impoverished young mother and her toddler are evicted, she is forced to turn to the only one she knows who has any money, the man who abused her as a child.","Beauty Mark","100","https://www.rottentomatoes.com/m/beauty_mark_2017",,"Harris Doran"
,"89",,"Ginger Rogers, David Niven, Charles Coburn","Garson Kanin","RKO Radio Pictures, Turner Classic Movies (TCM)","Romance, Comedy","English","Buddy G. DeSylva","RKO Radio Pictures Inc.",,"Jan 1 2009","Aug 4 1939, wide",,"1h 21m","Mono","Polly Paris (Ginger Rogers) accidentally stumbles into motherhood after discovering an abandoned baby on the steps of an orphanage. Believing the baby is Polly's, department store owner J.B. Merlin (Charles Coburn) and his son David (David Niven) offer Polly a job -- but only if she takes responsibility for the child. Unemployed and in need of work, Polly accepts and all seems well, until her increasingly romantic relationship with David raises suspicions about the child's paternity.","Bachelor Mother","100","https://www.rottentomatoes.com/m/bachelor_mother",,"Felix Jackson, Norman Krasna"
,"60",,"Scotty Crowe, Jessica Cummings, Nerea Duhart","Kristjan Thor",,"Adventure, Drama, Sci-fi","English","Scotty Crowe, Jessica Cummings, Ashlin Halfnight, Kristjan Thor","Portage Creative, Round One Production",,"Oct 4 2016",,,"1h 35m",,"Children journey to Nova Scotia to try to reunite with a sibling after most of the world's population has died.","Astraea","100","https://www.rottentomatoes.com/m/astraea",,"Ashlin Halfnight"
,"79",,"William Ackman, Ted Braun, Devin Adair","Ted Braun","FilmBuff","Documentary","English","Devin Adair, Glen Zipper",,,"Apr 8 2017","Mar 10 2017, limited",,"1h 39m",,"Hedge fund titan Bill Ackman is on a crusade to expose global nutritional giant Herbalife as the largest pyramid scheme in history, while Herbalife executives claim Ackman is a market manipulator out to bankrupt them.","Betting on Zero","100","https://www.rottentomatoes.com/m/betting_on_zero",,
,"98",,"Andrew Morra, Lennon Sickels, Chris Aresco","Chris Aresco",,"Comedy, Sci-fi","English","Andrew Morra, Chris Aresco","Boredumb Pictures",,"Apr 11 2023",,,"1h 8m",,"After waking from a meaningless one night stand, theoretical physicist Sydney (Lennon Sickels) wants to leave but cannot help but stay when her mysterious and aloof one night partner, Ken (Andrew Morra), claims he is from a different universe. Theoretical physics becomes a lot less theoretical when Ken tells her the solution to all life's problems exists within the alleged traversable wormhole through space and time in his bathroom. Self loathing is taken to a new extreme when Sydney and Ken are forced to reckon with the very worst of their other selves from across the multiverse.","Backwards Faces","100","https://www.rottentomatoes.com/m/backwards_faces",,"Chris Aresco"
,"",,"Jehnny Beth, Paul Blain, Bastien Bouillon","David Depesseville","Altered Innocence","Drama","French","Carole Chassaing, Anaïs Feuillette","Tamara Films",,"Sep 1 2023","Sep 1 2023, limited",,"1h 45m",,"When Samuel, a young orphan, is sent to live with foster parents Marie and Clement, he is gradually forced to face the demons he's holding on to internally, as well as those that exist within his new family. Swept up in the motions of coming of age for the very first time -- falling in love with the girl next door, exploring hobbies and indulging in childhood passions -- he also begins to learn of the secrets his foster family are keeping, leading him to question everything around him. As these questions emerge, Samuel is pushed in and out of crippling anguish, bridging a harsh gap between dense realism and feverish fantasy which leads to a stunning and transcendent final act.","Astrakan","100","https://www.rottentomatoes.com/m/astrakan",,"David Depesseville, David Depesseville"
,"40",,"Stephen Rea, Sinead Cusack, Philip Jackson","Les Blair",,"Comedy","English","Sarah Curtis","British Screen Productions, Parallax Pictures, Channel Four Films","R","Mar 10 2017","Sep 3 1993, original",,"1h 40m","Surround","Gerry McAllister (Stephen Rea), a city planner growing weary of his job's endless frustrations, and his wife, Ellie (Sinead Cusack), a bookstore clerk who wants to be a writer, are Irish immigrants in middle-class North London. The couple normally muddle through with relative cheer, but when their shady contractor pal, Howard (Philip Jackson), convinces them to let his identical-twin builders (Phil Daniels) remodel their bathroom, the additional stress reveals the strain in their marriage.","Bad Behaviour","100","https://www.rottentomatoes.com/m/bad_behavior",,
,"78",,"Jason O'Mara, Stuart Allan, David McCallum","Jay Oliva",,"Action, Adventure, Animation","English","James Tucker","Warner Premiere, DC Comics, Warner Bros. Animation, DC Entertainment","PG-13 (Thematic Elements|Suggestive Images|Intense Action and Violence)","Apr 6 2015",,,"1h 19m",,"Damian Wayne has a hard time accepting his father's no-killing rule, and soon starts to believe his destiny lies within a secret society.","Batman vs. Robin","100","https://www.rottentomatoes.com/m/batman_vs_robin","Batman","J. M. DeMatteis"
